investor_cfp_id,first_investment_at,last_investment_at,investment_rounds,invested_companies,relationships,investment_span_years,investment_span_years_adj,avg_annual_rounds,avg_annual_companies,avg_invest_gap_months_est,startup_industry_top1,startup_industry_top1_share,startup_industry_count,startup_city_top1,startup_city_top1_share,startup_city_count,founder_degree_level_mean,founder_institution_top1,followon_startup_cnt,total_startup_cnt,followon_ratio,favorite_round_type,is_startup_industry_top1_missing,is_investment_rounds_missing,is_invested_companies_missing,is_relationships_missing,is_investment_span_years_missing,is_avg_annual_rounds_missing,is_avg_invest_gap_months_est_missing,is_avg_annual_companies_missing,log1p_investment_rounds,log1p_invested_companies,log1p_relationships,log1p_investment_span_years,log1p_avg_annual_rounds,log1p_avg_annual_companies,log1p_avg_invest_gap_months_est,log1p_followon_ratio,log1p_startup_industry_count,log1p_startup_city_count,log1p_total_startup_cnt,round_stage_bucket,round_stage_early,round_stage_late,round_stage_mid,round_stage_special,round_stage_unknown,cluster
f:7358,2011-05-02,2011-05-02,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,automotive,1.0,1.0,ann arbor,1.0,1.0,-1.0,,0,1,0.0,series-a,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,mid,False,False,True,False,False,5
f:7359,2011-05-03,2011-05-03,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,advertising,1.0,1.0,paris,1.0,1.0,-1.0,,0,1,0.0,venture,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,unknown,False,False,False,False,True,0
f:7360,2011-05-03,2011-05-03,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,advertising,1.0,1.0,paris,1.0,1.0,-1.0,,0,1,0.0,venture,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,unknown,False,False,False,False,True,0
f:7371,2011-05-03,2011-05-03,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,cleantech,1.0,1.0,cambridge,1.0,1.0,-1.0,,0,1,0.0,series-b,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,mid,False,False,True,False,False,5
f:7372,2011-05-04,2012-07-30,2.0,2.0,0.0,1.2402464065708418,1.2402464065708418,1.6125827814569538,1.6125827814569538,14.88173455978975,consulting,0.5,2.0,hockessin,0.5,2.0,3.0,Harvard Business School,0,2,0.0,venture,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,0.0,0.806585862750481,0.9603393034710046,0.9603393034710046,2.765169679059818,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,unknown,False,False,False,False,True,0
f:7375,2007-02-28,2013-10-29,17.0,12.0,20.0,6.666666666666667,6.666666666666667,2.55,1.7999999999999998,4.999589356110381,biotech,0.4705882352941176,4.0,providence,0.3529411764705882,12.0,2.0,University of Michigan,1,12,0.0833333333333333,grant,0,0,0,0,0,0,0,0,2.8903717578961645,2.5649493574615367,3.044522437723423,2.03688192726104,1.2669476034873244,1.0296194171811581,1.7916910262376171,0.0800427076735364,1.6094379124341003,2.5649493574615367,2.5649493574615367,special,False,False,False,True,False,3
f:7376,2011-05-05,2013-10-21,2.0,2.0,5.0,2.4640657084188913,2.4640657084188913,0.8116666666666666,0.8116666666666666,29.566360052562416,hardware,0.5,2.0,san mateo,0.5,2.0,-1.0,,0,2,0.0,venture,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,1.791759469228055,1.2424429594633786,0.594247231905063,0.594247231905063,3.4199000595482216,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,unknown,False,False,False,False,True,2
f:7379,2011-05-06,2011-05-06,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,software,1.0,1.0,,,0.0,-1.0,,0,1,0.0,venture,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.0,0.6931471805599453,unknown,False,False,False,False,True,0
f:7380,2011-05-06,2011-05-06,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,software,1.0,1.0,,,0.0,-1.0,,0,1,0.0,venture,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.0,0.6931471805599453,unknown,False,False,False,False,True,0
f:7381,2011-05-06,2011-05-06,1.0,1.0,5.0,0.0,1.0,2.0,1.6,8.0,medical,1.0,1.0,frth,1.0,1.0,-1.0,,0,1,0.0,venture,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,1.791759469228055,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,unknown,False,False,False,False,True,0
f:7951,2011-02-01,2011-02-01,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,analytics,1.0,1.0,,,0.0,2.0,AUEB,0,1,0.0,seed,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.0,0.6931471805599453,early,True,False,False,False,False,4
f:7394,2011-05-09,2011-05-09,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,games_video,1.0,1.0,carlsbad,1.0,1.0,-1.0,,0,1,0.0,series-a,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,mid,False,False,True,False,False,5
f:7390,2011-02-07,2013-11-29,2.0,2.0,3.0,2.809034907597536,2.809034907597536,0.7119883040935673,0.7119883040935673,33.70565045992115,analytics,0.5,2.0,new york,0.5,2.0,-1.0,,0,2,0.0,debt_round,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.3373758519589456,0.5376554459751669,0.5376554459751669,3.546902511157938,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,special,False,False,False,True,False,3
f:7393,2011-05-09,2013-08-02,7.0,6.0,4.0,2.2340862422997945,2.2340862422997945,3.13327205882353,2.6856617647058827,4.467805519053877,biotech,0.4285714285714285,3.0,sunnyvale,0.2857142857142857,6.0,3.0,Massachusetts Institute of Technology (MIT),1,6,0.1666666666666666,series-c+,0,0,0,0,0,0,0,0,2.0794415416798357,1.9459101490553132,1.6094379124341003,1.1737464281771437,1.4190693593548196,1.3044500928847271,1.6988773511212554,0.15415067982725825,1.3862943611198906,1.9459101490553132,1.9459101490553132,late,False,True,False,False,False,1
f:7395,2011-05-10,2013-06-20,3.0,3.0,0.0,2.113620807665982,2.113620807665982,1.4193652849740932,1.4193652849740932,12.680683311432324,network_hosting,0.6666666666666666,2.0,lulea,0.3333333333333333,3.0,-1.0,,0,3,0.0,venture,0,0,0,0,0,0,0,0,1.3862943611198906,1.3862943611198906,0.0,1.1357862958193046,0.8835052268311344,0.8835052268311344,2.615984860613067,0.0,1.0986122886681098,1.3862943611198906,1.3862943611198906,unknown,False,False,False,False,True,0
f:7396,2011-05-10,2011-05-10,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,network_hosting,1.0,1.0,jersey city,1.0,1.0,-1.0,,0,1,0.0,debt_round,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,special,False,False,False,True,False,3
f:7397,2011-05-10,2011-07-12,2.0,2.0,9.0,0.1724845995893223,0.1724845995893223,11.595238095238097,11.595238095238097,2.0696452036793693,network_hosting,0.5,2.0,jersey city,1.0,1.0,-1.0,,0,2,0.0,debt_round,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,2.302585092994046,0.15912508657342037,2.5333188135749314,2.5333188135749314,1.1215619860864319,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,special,False,False,False,True,False,3
f:7399,2011-05-11,2011-05-11,1.0,1.0,1.0,0.0,1.0,2.0,1.6,8.0,analytics,1.0,1.0,san mateo,1.0,1.0,3.0,Texas State University,0,1,0.0,series-a,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,mid,False,False,True,False,False,5
f:7402,2011-05-11,2012-12-17,2.0,1.0,0.0,1.6043805612594113,1.6043805612594113,1.2465870307167235,0.6232935153583617,19.250985545335084,biotech,1.0,1.0,evanston,1.0,1.0,-1.0,,1,1,1.0,series-a,0,0,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.0,0.9571948585450867,0.8094121893593514,0.48445711959888293,3.0082034612736916,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,mid,False,False,True,False,False,2
f:7403,2011-05-11,2012-12-17,2.0,1.0,0.0,1.6043805612594113,1.6043805612594113,1.2465870307167235,0.6232935153583617,19.250985545335084,biotech,1.0,1.0,evanston,1.0,1.0,-1.0,,1,1,1.0,series-a,0,0,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.0,0.9571948585450867,0.8094121893593514,0.48445711959888293,3.0082034612736916,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,mid,False,False,True,False,False,2
f:7405,2011-05-11,2013-04-02,16.0,13.0,14.0,1.894592744695414,1.894592744695414,8.445086705202312,6.8616329479768785,1.515549715286903,biotech,0.25,9.0,palo alto,0.1875,12.0,3.4285714285714284,Sharif University of Technology,2,13,0.1538461538461538,venture,0,0,0,0,0,0,0,0,2.833213344056216,2.6390573296152584,2.70805020110221,1.062844425721789,2.245494680922169,2.0619943390587325,0.9224913543345009,0.1431008436406733,2.302585092994046,2.5649493574615367,2.6390573296152584,unknown,False,False,False,False,True,1
f:7952,2011-05-12,2013-09-17,11.0,10.0,9.0,2.351813826146475,2.351813826146475,4.677240977881257,4.252037252619324,2.821944809461235,enterprise,0.2727272727272727,6.0,san francisco,0.2727272727272727,9.0,2.75,EPITECH - European Institute of Technology,1,10,0.1,series-a,0,0,0,0,0,0,0,0,2.4849066497880004,2.3978952727983707,2.302585092994046,1.2095016399516179,1.7364653713907867,1.6586160494503,1.3407594054891303,0.09531017980432487,1.9459101490553132,2.302585092994046,2.3978952727983707,mid,False,False,True,False,False,1
f:7407,2011-05-12,2012-10-22,2.0,2.0,1.0,1.4483230663928817,1.4483230663928817,1.380907372400756,1.380907372400756,17.378449408672797,ecommerce,1.0,1.0,cranston,1.0,1.0,-1.0,,0,2,0.0,venture,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,0.6931471805599453,0.8954033275083183,0.8674816639343654,0.8674816639343654,2.9111787504021263,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,unknown,False,False,False,False,True,0
f:3966,2011-04-01,2011-04-01,1.0,1.0,4.0,0.0,1.0,2.0,1.6,8.0,software,1.0,1.0,berlin,1.0,1.0,-1.0,,0,1,0.0,series-a,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,mid,False,False,True,False,False,5
f:4994,2011-05-17,2011-05-17,1.0,1.0,3.0,0.0,1.0,2.0,1.6,8.0,consulting,1.0,1.0,vienna,1.0,1.0,-1.0,,0,1,0.0,seed,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,early,True,False,False,False,False,4
f:6284,2011-05-16,2011-05-16,1.0,1.0,3.0,0.0,1.0,2.0,1.6,8.0,software,1.0,1.0,san francisco,1.0,1.0,-1.0,,0,1,0.0,seed,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,early,True,False,False,False,False,4
f:7429,2010-08-01,2013-06-17,7.0,6.0,9.0,2.8774811772758384,2.8774811772758384,2.4326831588962894,2.0851569933396767,5.7544897065265,mobile,0.2857142857142857,6.0,palo alto,0.4,3.0,3.0,Pontificia Universidad Católica de Chile,1,6,0.1666666666666666,series-a,0,0,0,0,0,0,0,0,2.0794415416798357,1.9459101490553132,2.302585092994046,1.3551857617114071,1.233342217439236,1.126602545313648,1.9102074254833628,0.15415067982725825,1.9459101490553132,1.3862943611198906,1.9459101490553132,mid,False,False,True,False,False,2
f:7373,2011-05-18,2012-03-19,2.0,2.0,2.0,0.837782340862423,0.837782340862423,2.3872549019607843,2.3872549019607843,10.052562417871222,advertising,0.5,2.0,new york,0.5,2.0,2.0,University of Oxford,0,2,0.0,series-c+,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6085595951922655,1.2200198299234535,1.2200198299234535,2.4026622941007516,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,late,False,True,False,False,False,5
f:1510,2011-01-01,2013-11-18,7.0,6.0,10.0,2.8802190280629705,2.8802190280629705,2.43037072243346,2.083174904942966,5.759964958388086,enterprise,0.2857142857142857,6.0,rende cs,0.3333333333333333,5.0,-1.0,,1,6,0.1666666666666666,seed,0,0,0,0,0,0,0,0,2.0794415416798357,1.9459101490553132,2.3978952727983707,1.355891602573604,1.2326683376794896,1.125959879355455,1.911017706371036,0.15415067982725825,1.9459101490553132,1.791759469228055,1.9459101490553132,early,True,False,False,False,False,4
f:10341,2011-01-01,2013-11-05,15.0,15.0,10.0,2.844626967830253,2.844626967830253,5.273099133782483,5.273099133782483,2.438051436080345,mobile,0.2,10.0,santa monica,0.6,7.0,2.2,Yale University,0,15,0.0,series-a,0,0,0,0,0,0,0,0,2.772588722239781,2.772588722239781,2.3978952727983707,1.3466765807817331,1.8362705122389762,1.8362705122389762,1.2349048678959629,0.0,2.3978952727983707,2.0794415416798357,2.772588722239781,mid,False,False,True,False,False,1
f:7436,2011-04-01,2013-10-22,8.0,6.0,0.0,2.5598904859685145,2.5598904859685145,3.1251336898395725,2.3438502673796795,4.3880232776422,medical,0.375,5.0,palo alto,0.4285714285714285,5.0,2.6666666666666665,Massachusetts Institute of Technology (MIT),1,6,0.1666666666666666,series-a,0,0,0,0,0,0,0,0,2.1972245773362196,1.9459101490553132,0.0,1.269729782022373,1.417098428919541,1.2071229177186658,1.6841785788138781,0.15415067982725825,1.791759469228055,1.791759469228055,1.9459101490553132,mid,False,False,True,False,False,2
f:3987,2010-09-01,2013-01-01,7.0,6.0,4.0,2.3353867214236823,2.3353867214236823,2.9973622508792497,2.5691676436107858,4.670389837932545,games_video,0.5714285714285714,4.0,seoul,0.8,2.0,3.0,Stanford University,1,6,0.1666666666666666,series-a,0,0,0,0,0,0,0,0,2.0794415416798357,1.9459101490553132,1.6094379124341003,1.2045886310928067,1.3856347063153054,1.2723324155569498,1.735257869861637,0.15415067982725825,1.6094379124341003,1.0986122886681098,1.9459101490553132,mid,False,False,True,False,False,2
f:7506,2011-05-20,2011-05-20,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,ecommerce,1.0,1.0,los angeles,1.0,1.0,2.0,Cork Institute of Technology,0,1,0.0,seed,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,early,True,False,False,False,False,4
f:7444,2011-05-18,2013-04-09,3.0,3.0,0.0,1.894592744695414,1.894592744695414,1.5834537572254337,1.5834537572254337,11.366622864651774,biotech,0.3333333333333333,3.0,st louis,0.3333333333333333,3.0,-1.0,,0,3,0.0,venture,0,0,0,0,0,0,0,0,1.3862943611198906,1.3862943611198906,0.0,1.062844425721789,0.9491271693108358,0.9491271693108358,2.515001138997102,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,unknown,False,False,False,False,True,0
f:7445,2011-05-20,2011-05-20,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,biotech,1.0,1.0,cardiff,1.0,1.0,-1.0,,0,1,0.0,series-c+,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,late,False,True,False,False,False,5
f:7446,2011-05-20,2013-10-30,3.0,3.0,3.0,2.4476386036960984,2.4476386036960984,1.2256711409395973,1.2256711409395973,14.684625492772668,biotech,0.3333333333333333,3.0,cardiff,0.3333333333333333,3.0,-1.0,,0,3,0.0,venture,0,0,0,0,0,0,0,0,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.237689533994951,0.8000585065124446,0.8000585065124446,2.7526809645818564,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,unknown,False,False,False,False,True,2
f:7447,2011-05-19,2012-12-01,2.0,1.0,0.0,1.538672142368241,1.538672142368241,1.2998220640569391,0.6499110320284697,18.462549277266753,mobile,1.0,1.0,toronto,1.0,1.0,-1.0,,1,1,1.0,seed,0,0,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.0,0.9316411657388913,0.832831756488893,0.5007213664760091,2.9684920690652867,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,early,True,False,False,False,False,4
f:10809,2011-05-23,2011-05-23,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,games_video,1.0,1.0,las vegas,1.0,1.0,-1.0,,0,1,0.0,series-a,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,mid,False,False,True,False,False,5
f:7461,2011-05-23,2011-05-23,1.0,1.0,0.0,0.0,1.0,2.0,1.6,8.0,games_video,1.0,1.0,burlingame,1.0,1.0,3.0,Stanford University,0,1,0.0,venture,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,0.0,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,unknown,False,False,False,False,True,0
f:2089,2011-08-02,2011-08-02,1.0,1.0,12.0,0.0,1.0,2.0,1.6,8.0,biotech,1.0,1.0,seattle,1.0,1.0,-1.0,,0,1,0.0,series-a,0,0,0,0,0,1,1,1,0.6931471805599453,0.6931471805599453,2.5649493574615367,0.0,1.0986122886681098,0.9555114450274363,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,mid,False,False,True,False,False,5
f:7463,2011-05-24,2012-09-26,4.0,4.0,2.0,1.3442847364818618,1.3442847364818618,2.975560081466395,2.975560081466395,5.376697328077091,web,0.5,3.0,new york,0.6666666666666666,2.0,2.5,University of Toronto,0,4,0.0,series-a,0,0,0,0,0,0,0,0,1.6094379124341003,1.6094379124341003,1.0986122886681098,0.8519803389456262,1.3801656391785173,1.3801656391785173,1.8526503031484076,0.0,1.3862943611198906,1.0986122886681098,1.6094379124341003,mid,False,False,True,False,False,5
